3, 2.49042, 2.33078, 2.28863, 2.28594, 2.29648, 2.31148, 2.32797, 2.34495, 2.36211, 2.37932, 2.39655, 2.41379, 2.43103, 2.44827, 2.46552, 2.48276, 2.5, 2.51724, 2.53448, 2.55172, 2.56896, 2.5862, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 3.1226, 4
3, 2.50192, 2.3461, 2.30524, 2.30297, 2.31366, 2.3287, 2.3452, 2.36219, 2.37935, 2.39657, 2.4138, 2.43104, 2.44828, 2.46552, 2.48276, 2.5, 2.51724, 2.53448, 2.55172, 2.56896, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68965, 3.1341, 4
3, 2.51341, 2.36143, 2.32184, 2.31999, 2.33083, 2.34592, 2.36243, 2.37943, 2.39659, 2.41381, 2.43104, 2.44828, 2.46552, 2.48276, 2.5, 2.51724, 2.53448, 2.55172, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68965, 2.7069, 3.14559, 4
3, 2.5249, 2.37676, 2.33844, 2.33702, 2.348, 2.36313, 2.37967, 2.39667, 2.41383, 2.43105, 2.44828, 2.46552, 2.48276, 2.5, 2.51724, 2.53448, 2.55172, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 3.15709, 4
3, 2.5364, 2.39208, 2.35504, 2.35405, 2.36517, 2.38035, 2.3969, 2.41391, 2.43107, 2.44829, 2.46552, 2.48276, 2.5, 2.51724, 2.53448, 2.55172, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 3.16858, 4
3, 2.54789, 2.40741, 2.37165, 2.37108, 2.38234, 2.39757, 2.41413, 2.43115, 2.44831, 2.46553, 2.48276, 2.5, 2.51724, 2.53448, 2.55172, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 3.18008, 4
3, 2.55939, 2.42273, 2.38825, 2.38811, 2.39951, 2.41479, 2.43137, 2.44839, 2.46555, 2.48277, 2.5, 2.51724, 2.53448, 2.55172, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 3.19157, 4
3, 2.57088, 2.43806, 2.40485, 2.40514, 2.41668, 2.432, 2.4486, 2.46563, 2.4828, 2.50001, 2.51725, 2.53448, 2.55172, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 3.20307, 4
3, 2.58238, 2.45338, 2.42146, 2.42217, 2.43385, 2.44922, 2.46584, 2.48287, 2.50004, 2.51725, 2.53449, 2.55173, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 3.21456, 4
3, 2.59387, 2.46871, 2.43806, 2.43919, 2.45102, 2.46644, 2.48307, 2.5001, 2.51728, 2.53449, 2.55173, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 3.22605, 4
3, 2.60536, 2.48404, 2.45466, 2.45622, 2.46819, 2.48366, 2.5003, 2.51734, 2.53452, 2.55174, 2.56897, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 2.84483, 3.23755, 4
3, 2.61686, 2.49936, 2.47126, 2.47325, 2.48536, 2.50088, 2.51754, 2.53458, 2.55176, 2.56898, 2.58621, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 2.84483, 2.86207, 3.24904, 4
3, 2.62835, 2.51469, 2.48787, 2.49028, 2.50253, 2.51809, 2.53477, 2.55182, 2.569, 2.58622, 2.60345, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 2.84483, 2.86207, 2.87931, 3.26054, 4
3, 2.63985, 2.53001, 2.50447, 2.50731, 2.5197, 2.53531, 2.552, 2.56906, 2.58624, 2.60346, 2.62069, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 2.84483, 2.86207, 2.87931, 2.89655, 3.27203, 4
3, 2.65134, 2.54534, 2.52107, 2.52434, 2.53687, 2.55253, 2.56924, 2.5863, 2.60348, 2.6207, 2.63793, 2.65517, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 2.84483, 2.86207, 2.87931, 2.89655, 2.91379, 3.28352, 4
3, 2.66284, 2.56066, 2.53768, 2.54137, 2.55404, 2.56975, 2.58647, 2.60354, 2.62072, 2.63794, 2.65518, 2.67241, 2.68966, 2.7069, 2.72414, 2.74138, 2.75862, 2.77586, 2.7931, 2.81034, 2.82759, 2.84483, 2.86207, 2.87931, 2.89655, 2.91379, 2.93103, 3.29502, 4
3, 2.54502, 2.41004, 2.37486, 2.3713, 2.37789, 2.38777, 2.39873, 2.41005, 2.42149, 2.43296, 2.44445, 2.45594, 2.46743, 2.47893, 2.49042, 2.50192, 2.51341, 2.5249, 2.5364, 2.54789, 2.55939, 2.57088, 2.58238, 2.59387, 2.60536, 2.61686, 2.62835, 2.98084, 4
2.5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3
